year,reporter_iso,partner_iso,trade_value,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta
2001,GTM,SUR,807908,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2002,GTM,SUR,493737,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2003,GTM,SUR,111750,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2004,GTM,SUR,33303,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2005,GTM,SUR,571266,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2006,GTM,SUR,42030,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2007,GTM,SUR,1016262,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2008,GTM,SUR,3021569,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2009,GTM,SUR,3852562,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2010,GTM,SUR,3435071,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2011,GTM,SUR,4937910,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2012,GTM,SUR,4902104,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2013,GTM,SUR,3208719,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2014,GTM,SUR,2416008,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2015,GTM,SUR,2537226,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2016,GTM,SUR,5322740,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2017,GTM,SUR,5507025,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2018,GTM,SUR,5117950,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2019,GTM,SUR,5708861,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2020,GTM,SUR,5276620,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1995,GTM,TTO,667495,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1996,GTM,TTO,5860659,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1997,GTM,TTO,1936033,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1998,GTM,TTO,857578,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1999,GTM,TTO,1626146,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2000,GTM,TTO,1770882,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2001,GTM,TTO,2034290,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2002,GTM,TTO,813353,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2003,GTM,TTO,618799,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2004,GTM,TTO,3130236,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2005,GTM,TTO,11156699,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2006,GTM,TTO,1709396,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2007,GTM,TTO,4648841,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2008,GTM,TTO,10203503,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2009,GTM,TTO,13010174,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2010,GTM,TTO,18598579,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2011,GTM,TTO,14424151,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2012,GTM,TTO,27730428,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2013,GTM,TTO,22758758,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2014,GTM,TTO,18873664,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2015,GTM,TTO,23002580,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2016,GTM,TTO,23635333,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2017,GTM,TTO,22070470,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2018,GTM,TTO,24201744,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2019,GTM,TTO,20977074,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2020,GTM,TTO,20294220,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1995,GTM,URY,42811,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1996,GTM,URY,141127,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1997,GTM,URY,60473,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1998,GTM,URY,250488,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1999,GTM,URY,89099,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2000,GTM,URY,47470,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2001,GTM,URY,71609,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2002,GTM,URY,196266,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2003,GTM,URY,288498,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2004,GTM,URY,41991,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2005,GTM,URY,141954,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2006,GTM,URY,695360,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2007,GTM,URY,3249104,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2008,GTM,URY,3917272,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2009,GTM,URY,967048,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2010,GTM,URY,2141628,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2011,GTM,URY,1882778,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2012,GTM,URY,906293,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2013,GTM,URY,872536,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2014,GTM,URY,1631700,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2015,GTM,URY,419858,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2016,GTM,URY,703740,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2017,GTM,URY,1080667,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2018,GTM,URY,581186,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2019,GTM,URY,1006866,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2020,GTM,URY,1135740,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1995,GTM,VCT,39138,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1996,GTM,VCT,82395,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1997,GTM,VCT,231790,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1998,GTM,VCT,41792,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1999,GTM,VCT,197171,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2000,GTM,VCT,211020,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2001,GTM,VCT,73430,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2002,GTM,VCT,23250,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2003,GTM,VCT,84053,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2004,GTM,VCT,17466,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2005,GTM,VCT,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2006,GTM,VCT,14350,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2007,GTM,VCT,55522,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2008,GTM,VCT,531624,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2009,GTM,VCT,905533,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2010,GTM,VCT,506910,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2011,GTM,VCT,685332,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2012,GTM,VCT,1376622,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2013,GTM,VCT,47959,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2014,GTM,VCT,367834,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2015,GTM,VCT,261291,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2016,GTM,VCT,532137,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2017,GTM,VCT,626784,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2018,GTM,VCT,183199,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2019,GTM,VCT,924919,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2020,GTM,VCT,757336,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
