year,iso_i,iso_j,exports,imports,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta,gdp_i,gdp_pcap_i,gdp_j,gdp_pcap_j
2007,GTM,TTO,4648841,39054625,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,33567868322.6252,2490.74912665208,21641620049.9352,16539.8907485461
2008,GTM,TTO,10203503,20717402,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,38503862830.6878,2802.46196190125,27871587349.5413,21204.0081810259
2009,GTM,TTO,13010174,16695100,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,37125943564.9873,2651.81712283814,19172165225.5015,14514.2406135579
2010,GTM,TTO,18598579,12448171,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,40676432028.5934,2852.54732650116,22157948396.2042,16683.3930629542
2011,GTM,TTO,14424151,12594633,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,46876114650.4996,3228.0457411296,25433011405.3017,19034.1207062684
2012,GTM,TTO,27730428,21107901,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,49593961141.7484,3355.03691881272,25763220107.0051,19157.4597728795
2013,GTM,TTO,22758758,142464066,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,52996540703.5943,3522.77370621475,27268478564.5547,20143.5454060659
2014,GTM,TTO,18873664,86645469,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,57852399963.7878,3779.64233613025,27615843098.0949,20270.933769027
2015,GTM,TTO,23002580,4526498,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,62186186575.7433,3994.63691288475,24959858249.4433,18214.460619356
2016,GTM,TTO,23635333,16544089,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,66053725049.0138,4173.30166619474,22386264807.3174,16250.6286879928
2017,GTM,TTO,22070470,6342940,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,71654134378.5299,4454.04814983548,22385426653.883,16173.7400502023
2018,GTM,TTO,24201744,2431776,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,73208583758.9105,4478.42464550944,23679919654.9891,17037.8623561897
2019,GTM,TTO,20977074,7962709,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,77020015201.3201,4638.63494319511,23208326547.5327,16637.1629387697
2020,GTM,TTO,20294220,3382090,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,77604632170.5853,4603.33961670975,21588037504.9992,15425.6351094785
1995,GTM,URY,42811,524034,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,14655404433.2771,1424.68254256258,19297663096.5506,5985.1169942237
1996,GTM,URY,141127,670548,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,15674835615.3139,1487.60765839974,20515543039.2132,6317.56187650586
1997,GTM,URY,60473,612759,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,17790026221.6139,1649.00160206099,23969823010.4429,7329.8669392864
1998,GTM,URY,250488,2284654,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,19395491992.9939,1755.84958223191,25385928188.7719,7713.61876845248
1999,GTM,URY,89099,2557477,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,18318412251.3642,1619.51073552531,23983945190.6202,7250.27477002611
2000,GTM,URY,47470,2957585,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,19288827158.9035,1664.29895827045,22823255801.8447,6875.02546946372
2001,GTM,URY,71609,4115408,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,18405203853.1036,1550.36036555447,20898788416.6348,6284.45968003773
2002,GTM,URY,196266,8650829,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,20444205991.025,1682.99450068936,13606494599.4261,4090.8918876726498
2003,GTM,URY,288498,19031470,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,21576351798.9145,1737.87928692973,12045631092.5353,3624.2056853979
2004,GTM,URY,41991,20152514,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,23577286226.6407,1859.098363351,13686329890.1191,4120.54420525002
2005,GTM,URY,141954,8818783,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,26783543667.064,2068.50012859333,17362857683.8545,5226.94409982496
2006,GTM,URY,695360,4485722,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,29744368110.9094,2251.08796275499,19579457966.0538,5887.84516224163
2007,GTM,URY,3249104,36407016,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,33567868322.6252,2490.74912665208,23410572634.3147,7026.50305539297
2008,GTM,URY,3917272,59667498,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,38503862830.6878,2802.46196190125,30366213119.2928,9091.0790391692
2009,GTM,URY,967048,61401474,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,37125943564.9873,2651.81712283814,31660911277.0294,9451.93244869934
2010,GTM,URY,2141628,57026554,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,40676432028.5934,2852.54732650116,40284481651.9021,11992.0237658273
2011,GTM,URY,1882778,66397896,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,46876114650.4996,3228.0457411296,47962439303.7247,14236.7149957359
2012,GTM,URY,906293,73475182,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,49593961141.7484,3355.03691881272,51264390116.4909,15171.5801734227
2013,GTM,URY,872536,63839939,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,52996540703.5943,3522.77370621475,57531233350.9101,16973.6892364718
2014,GTM,URY,1631700,79039029,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,57852399963.7878,3779.64233613025,57236013086.1223,16831.9481943721
2015,GTM,URY,419858,96514204,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,62186186575.7433,3994.63691288475,53274304222.136,15613.7459681824
2016,GTM,URY,703740,92033604,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,66053725049.0138,4173.30166619474,57236652490.1699,16715.6334746253
2017,GTM,URY,1080667,88949947,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,71654134378.5299,4454.04814983548,64233966861.2518,18690.8938401411
2018,GTM,URY,581186,107873407,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,73208583758.9105,4478.42464550944,64515038268.1373,18703.8602924478
2019,GTM,URY,1006866,95945742,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,77020015201.3201,4638.63494319511,61231149880.5857,17688.01500769
2020,GTM,URY,1135740,120234625,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0,77604632170.5853,4603.33961670975,53628827440.3582,15438.4116657291
1995,GTM,VCT,39138,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,14655404433.2771,1424.68254256258,316007407.407407,2924.82999738444
1996,GTM,VCT,82395,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,15674835615.3139,1487.60765839974,331488888.888889,3069.82477694534
1997,GTM,VCT,231790,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,17790026221.6139,1649.00160206099,347770370.37037,3223.22971750656
1998,GTM,VCT,41792,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,19395491992.9939,1755.84958223191,373618518.518519,3465.62392533433
1999,GTM,VCT,197171,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,18318412251.3642,1619.51073552531,390718518.518519,3625.72050257063
2000,GTM,VCT,211020,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,19288827158.9035,1664.29895827045,396262962.962963,3676.35209220929
2001,GTM,VCT,73430,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,18405203853.1036,1550.36036555447,430040740.740741,3985.80761254892
2002,GTM,VCT,23250,5768,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,20444205991.025,1682.99450068936,461885185.185185,4272.9560588851
2003,GTM,VCT,84053,24824,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,21576351798.9145,1737.87928692973,481807407.407407,4447.91831213795
2004,GTM,VCT,17466,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,23577286226.6407,1859.098363351,521974074.074074,4809.93433536743
2005,GTM,VCT,0,400,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,26783543667.064,2068.50012859333,550729629.62963,5070.38152066094
2006,GTM,VCT,14350,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,29744368110.9094,2251.08796275499,610929629.62963,5625.39943674729
2007,GTM,VCT,55522,817,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,33567868322.6252,2490.74912665208,684444444.444444,6307.31361683479
2008,GTM,VCT,531624,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,38503862830.6878,2802.46196190125,695429629.62963,6415.34330522439
2009,GTM,VCT,905533,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,37125943564.9873,2651.81712283814,674922222.222222,6232.3716419549
2010,GTM,VCT,506910,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,40676432028.5934,2852.54732650116,681225925.925926,6292.49885392505
2011,GTM,VCT,685332,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,46876114650.4996,3228.0457411296,676129629.62963,6242.25296246715
2012,GTM,VCT,1376622,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,49593961141.7484,3355.03691881272,692933333.333333,6390.31063156115
2013,GTM,VCT,47959,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,52996540703.5943,3522.77370621475,721207407.407407,6639.48489659198
2014,GTM,VCT,367834,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,57852399963.7878,3779.64233613025,727714814.814815,6684.37754725737
2015,GTM,VCT,261291,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,62186186575.7433,3994.63691288475,755400000,6921.70247858157
2016,GTM,VCT,532137,475,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,66053725049.0138,4173.30166619474,774429629.62963,7074.5487647385
2017,GTM,VCT,626784,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,71654134378.5299,4454.04814983548,792177777.777778,7213.02585706279
2018,GTM,VCT,183199,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,73208583758.9105,4478.42464550944,811300000,7361.4009618002
2019,GTM,VCT,924919,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,77020015201.3201,4638.63494319511,825040740.740741,7460.15336179271
2020,GTM,VCT,757336,0,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0,77604632170.5853,4603.33961670975,807474074.074074,7278.01629673695
