year,reporter_iso,partner_iso,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta
1995,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
1996,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
1997,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
1998,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
1999,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2000,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2001,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2002,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2003,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2004,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2005,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2006,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2007,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2008,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2009,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2010,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2011,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2012,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2013,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2014,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2015,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2016,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2017,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2018,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2019,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
2020,GTM,ARG,6446.824,6217.216,6446.824,6189.426,0,1,0,0.862,0
1995,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
1996,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
1997,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
1998,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
1999,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2000,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2001,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2002,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2003,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2004,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2005,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2006,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2007,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2008,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2009,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2010,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2011,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2012,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2013,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2014,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2015,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2016,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2017,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2018,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2019,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
2020,GTM,ATG,3080.378,3091.933,3080.378,3090.714,0,0,0,0.117,0
1995,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
1996,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
1997,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
1998,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
1999,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2000,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2001,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2002,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2003,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2004,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2005,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2006,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2007,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2008,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2009,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2010,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2011,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2012,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2013,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2014,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2015,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2016,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2017,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2018,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2019,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
2020,GTM,BHS,1802.478,1821.662,1802.478,1819.874,0,0,0,0.263,0
1995,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
1996,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
1997,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
1998,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
1999,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2000,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2001,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2002,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2003,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2004,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2005,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2006,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2007,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2008,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2009,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2010,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2011,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2012,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2013,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2014,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2015,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2016,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2017,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2018,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2019,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
2020,GTM,BLZ,341.203,397.851,341.203,382.899,1,1,0,0.634,0
1995,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
1996,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
1997,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
1998,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
1999,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2000,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2001,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2002,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2003,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2004,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2005,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2006,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2007,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2008,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2009,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2010,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2011,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2012,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2013,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2014,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2015,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2016,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2017,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2018,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2019,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
2020,GTM,BOL,4247.32,4496.198,4663.383,4483.413,0,1,0,0.871,0
1995,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
1996,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
1997,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
1998,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
1999,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2000,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2001,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2002,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2003,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2004,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2005,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2006,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2007,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2008,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2009,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2010,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2011,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2012,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2013,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2014,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2015,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2016,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2017,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2018,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2019,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
2020,GTM,BRA,6390.672,6234.895,5779.934,6159.761,0,0,0,0.827,0
1995,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
1996,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
1997,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
1998,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
1999,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2000,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2001,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2002,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2003,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2004,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2005,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2006,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2007,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2008,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2009,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2010,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2011,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2012,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2013,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2014,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2015,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2016,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2017,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2018,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2019,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
2020,GTM,BRB,3340.769,3359.491,3340.769,3358.599,0,0,0,0.072,0
1995,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
1996,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
1997,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
1998,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
1999,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2000,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2001,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2002,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2003,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2004,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2005,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2006,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2007,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2008,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2009,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0
2010,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2011,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2012,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2013,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2014,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2015,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2016,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2017,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2018,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2019,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
2020,GTM,CHL,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1
1995,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
1996,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
1997,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
1998,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
1999,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2000,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2001,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2002,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2003,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2004,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2005,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2006,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2007,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2008,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0
2009,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2010,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2011,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2012,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2013,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2014,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2015,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2016,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2017,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2018,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2019,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
2020,GTM,COL,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1
1995,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
1996,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
1997,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
1998,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
1999,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2000,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2001,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2002,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2003,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2004,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2005,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2006,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2007,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2008,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2009,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2010,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2011,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2012,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2013,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2014,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2015,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2016,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2017,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2018,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2019,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
2020,GTM,CRI,871.464,881.039,871.464,875.278,0,1,0,0.854,1
1995,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
1996,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
1997,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
1998,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
1999,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2000,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2001,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2002,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2003,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2004,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2005,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2006,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2007,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2008,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2009,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2010,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2011,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2012,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2013,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2014,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2015,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2016,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2017,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2018,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2019,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
2020,GTM,CUB,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0
1995,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
1996,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
1997,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
1998,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
1999,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2000,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2001,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2002,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2003,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2004,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2005,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2006,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2007,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2008,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2009,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2010,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2011,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2012,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2013,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2014,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2015,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2016,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2017,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2018,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2019,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
2020,GTM,DMA,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0
1995,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
1996,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
1997,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
1998,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
1999,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
2000,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
2001,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0
2002,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2003,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2004,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2005,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2006,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2007,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2008,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2009,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2010,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
2011,GTM,DOM,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1
